car,price,expirience,carAge,gender,ownershipType,vehicleClass,annualMileage,frequencyLevel
94,1.512,4,3.56,0,1,0,51.88,1
20,2.197,6,1.24,0,0,1,24.75,2
65,1.301,26,2.80,1,0,0,21.16,2
19,2.942,4,0.30,1,0,2,31.21,1
93,0.736,3,0.00,1,0,2,3.26,2
79,1.672,2,7.26,1,0,1,27.06,1
27,1.061,12,2.28,0,0,2,27.48,2
87,1.884,6,3.54,0,0,2,10.32,2
27,2.450,11,8.29,0,0,3,8.16,2
41,2.824,16,5.53,0,0,1,41.85,0
91,0.311,6,3.54,1,0,3,65.68,1
34,1.274,25,3.47,0,0,1,13.74,2
78,1.567,13,3.84,0,0,1,38.47,2
9,1.004,12,2.41,1,0,2,7.48,2
70,0.494,14,3.56,0,0,0,36.43,2
79,1.848,15,6.37,1,0,2,22.01,2
67,2.296,6,6.82,0,0,3,61.10,1
82,0.152,7,7.33,0,0,1,33.53,1
14,0.173,14,5.19,1,1,0,33.97,2
42,0.156,17,4.26,1,0,0,20.72,2
61,1.683,4,2.09,0,0,3,39.91,1
23,1.052,21,2.15,1,0,0,12.43,2
93,0.766,0,2.35,1,0,2,22.43,0
68,0.812,7,5.23,0,0,2,83.21,1
87,2.646,12,3.86,0,0,0,20.30,2
76,0.705,16,1.75,0,0,0,49.74,2
93,0.292,23,6.60,0,0,1,4.98,2
70,1.072,6,6.42,1,1,1,48.95,1
68,2.015,0,6.44,1,0,2,30.05,0
53,0.670,5,1.29,1,0,2,24.38,2
3,1.805,1,6.06,0,0,2,31.06,0
87,0.753,17,3.27,0,0,1,11.98,2
53,0.741,13,4.63,0,0,2,39.36,2
31,1.111,4,0.92,1,0,1,20.83,1
60,1.142,3,1.31,0,0,2,49.23,1
53,0.241,15,4.86,0,0,0,33.51,2
58,4.263,1,5.36,0,0,1,4.11,0
86,0.205,18,5.48,1,1,1,37.74,2
51,0.578,2,3.52,1,0,2,48.80,1
49,0.275,7,5.48,1,0,0,17.90,2
29,2.763,13,5.99,0,0,2,14.16,2
15,2.284,24,3.63,1,1,0,3.41,2
50,0.779,11,1.89,0,0,0,23.35,2
76,1.533,25,4.36,0,0,2,35.82,2
21,0.343,21,2.16,0,0,0,63.49,2
92,0.700,1,1.37,0,0,0,39.07,0
55,0.179,11,0.39,0,0,2,16.54,2
51,2.375,10,7.42,0,0,3,39.04,2
65,0.594,8,1.30,0,0,0,64.69,2
17,2.224,3,2.85,1,0,1,23.37,1
21,1.016,22,5.00,0,1,1,31.38,2
14,2.759,1,4.20,0,0,0,38.23,0
22,1.385,2,1.31,0,1,0,46.36,0
41,1.494,17,2.71,0,0,0,11.12,2
51,0.941,4,0.13,0,0,2,43.34,1
84,2.546,3,0.15,1,0,3,17.32,1
78,0.412,7,1.84,0,1,2,52.72,2
85,0.241,31,2.40,1,0,1,13.35,2
60,3.194,10,2.94,0,0,2,11.37,2
47,0.176,8,1.71,1,0,3,56.25,1
39,1.301,5,3.91,0,0,2,57.55,1
59,2.038,9,6.19,0,0,0,9.85,2
11,1.492,3,2.63,1,0,0,35.16,1
44,1.443,14,0.10,1,0,0,43.75,2
16,1.479,1,1.86,1,0,0,8.61,1
9,0.672,6,6.24,0,0,0,54.32,1
43,0.963,10,1.53,0,0,2,31.24,2
57,4.171,4,1.12,1,0,1,10.68,1
42,0.830,5,4.55,1,1,0,17.77,2
74,1.490,1,3.25,1,0,2,12.25,1
47,0.180,2,0.06,1,0,0,16.27,0
33,1.749,12,6.43,0,0,2,45.85,2
82,1.776,1,2.39,1,0,1,69.52,0
63,0.547,8,0.89,1,0,0,56.04,2
29,1.111,29,0.77,0,1,2,4.36,2
26,4.518,15,0.19,0,0,2,45.83,2
30,2.174,21,0.88,0,0,0,15.41,2
61,0.941,1,4.15,1,0,0,80.87,0
42,1.262,11,4.61,1,0,2,14.63,2
77,2.368,5,0.79,1,0,0,7.88,2
81,0.414,1,0.01,0,0,0,42.46,0
9,0.300,1,2.19,0,0,0,44.60,0
2,2.586,8,6.05,1,0,1,29.16,2
71,0.554,15,5.08,0,0,1,18.70,2
86,1.765,18,0.55,1,0,2,24.16,2
65,2.434,0,3.88,0,0,0,20.72,0
63,1.629,15,6.36,1,0,2,13.45,2
8,0.290,3,4.25,1,0,0,3.94,2
30,0.888,18,4.41,0,0,0,32.56,2
29,0.459,13,8.62,0,1,2,58.75,2
74,0.172,14,2.10,0,0,2,53.01,2
74,1.133,9,2.24,0,0,0,3.16,2
6,1.162,1,7.97,0,0,2,17.21,0
31,2.531,5,7.35,0,1,2,25.95,2
56,0.989,10,2.31,0,1,3,22.10,2
67,0.712,9,0.08,0,0,0,33.32,2
94,2.871,3,1.92,0,1,2,10.59,1
10,0.950,1,1.37,1,1,2,20.64,0
81,0.949,1,1.73,0,0,2,31.15,0
42,1.017,1,3.45,0,0,2,32.78,0
43,3.040,8,6.44,0,0,0,93.04,1
50,1.619,5,2.75,0,0,2,66.69,2
47,2.722,15,0.23,0,0,0,3.41,2
6,3.837,6,4.27,1,0,0,14.96,1
93,1.456,12,7.35,0,0,2,30.43,2
78,1.777,21,0.56,0,0,0,61.52,2
70,1.128,0,6.76,0,0,3,85.15,0
61,0.552,4,0.40,0,1,0,18.66,1
29,0.225,4,0.08,0,1,0,38.19,1
29,0.672,9,4.86,1,0,0,20.63,0
59,0.884,2,2.77,0,1,1,11.92,0
77,3.603,22,7.40,0,0,1,9.68,2
88,1.562,13,0.95,0,0,2,21.55,2
54,0.381,16,1.12,0,1,0,15.05,2
74,2.078,2,0.33,1,0,2,11.49,0
75,1.248,2,4.95,1,0,0,81.57,0
60,2.063,12,1.43,1,0,0,101.41,2
14,0.432,16,2.16,0,1,3,26.13,2
22,1.004,3,7.03,0,0,2,31.83,1
81,0.859,22,2.60,0,0,1,23.52,2
5,0.571,8,4.06,0,0,0,54.29,1
87,2.548,3,4.64,0,0,2,5.02,1
94,1.298,12,2.95,1,0,3,20.99,2
11,1.979,12,4.52,0,1,0,47.87,2
74,0.671,4,11.01,0,0,2,8.76,1
37,0.434,0,2.12,0,0,0,26.49,0
38,2.346,26,6.03,1,0,3,41.09,2
7,3.323,19,7.44,0,0,2,9.22,2
41,3.533,6,1.64,0,0,1,23.67,1
38,1.386,6,4.77,0,0,1,16.87,2
10,1.024,20,3.18,0,0,2,29.05,2
61,2.594,21,9.49,0,1,2,7.65,2
77,0.904,11,2.05,1,0,3,46.98,2
88,0.326,13,5.38,1,1,0,64.93,2
40,1.229,16,9.59,0,0,0,28.46,2
68,0.462,8,0.48,0,0,2,71.82,2
8,0.376,14,6.34,0,0,0,25.85,2
73,1.036,13,1.50,1,0,0,39.01,2
89,2.103,1,2.08,1,0,2,5.51,0
27,1.845,1,0.89,0,0,3,49.66,0
66,2.128,1,4.79,1,0,0,29.12,1
65,0.531,4,1.10,0,0,1,13.59,1
58,2.361,5,4.46,1,0,2,61.18,1
7,0.957,2,0.92,1,0,0,30.55,0
20,2.547,19,0.97,0,0,0,7.97,2
55,2.233,1,0.39,0,0,2,9.21,0
63,0.610,7,1.09,0,0,2,12.53,2
54,1.732,16,3.29,0,0,0,3.89,2
90,1.316,2,4.86,0,1,1,81.01,0
4,1.025,4,1.49,1,0,0,35.09,1
8,0.493,14,2.05,0,0,2,46.61,2
39,1.680,6,1.29,1,0,0,53.31,2
75,0.432,12,0.34,1,0,2,38.70,2
41,0.944,13,1.07,0,0,3,13.35,2
90,1.050,24,0.31,0,1,3,70.72,2
66,0.978,3,4.38,1,0,0,17.67,1
52,0.865,0,2.02,0,0,1,34.20,0
29,0.549,28,1.36,1,0,0,29.47,2
12,0.511,14,1.61,0,0,1,4.43,2
21,0.781,18,1.88,0,0,2,17.52,1
90,0.752,1,1.45,0,0,3,56.49,0
80,2.013,11,4.08,0,0,0,48.49,2
12,1.981,24,0.33,1,0,0,43.40,2
1,0.522,21,0.09,0,0,0,32.06,2
87,2.772,7,0.03,1,1,0,7.01,2
29,2.200,6,4.48,1,1,0,34.25,2
81,3.593,10,2.28,1,1,2,14.26,2
31,1.116,15,2.60,1,0,2,34.06,2
4,0.937,5,4.00,0,0,2,49.41,2
31,0.956,12,7.75,0,0,0,29.42,2
55,0.515,13,3.07,0,0,0,28.52,2
63,0.610,1,6.63,0,0,0,37.02,0
5,1.493,9,1.20,0,0,3,35.14,2
55,0.336,5,2.51,0,0,2,29.34,2
69,1.170,21,8.74,0,0,3,25.80,2
62,1.151,22,1.68,0,0,3,57.25,2
36,2.647,11,1.21,1,0,0,7.07,2
49,1.927,4,1.57,1,0,2,20.03,1
42,1.086,5,2.46,1,0,1,6.29,2
75,0.775,13,7.92,1,0,0,8.98,2
71,0.696,12,3.37,0,0,2,35.09,2
72,2.406,0,7.65,0,0,0,68.01,0
18,1.112,5,3.73,0,0,0,13.65,2
38,3.706,6,0.85,0,1,0,6.66,1
43,0.939,3,3.01,0,0,0,58.85,1
26,1.666,15,1.81,0,0,0,49.51,2
64,1.193,11,1.38,1,1,2,55.40,2
3,0.392,1,2.94,0,0,0,39.97,0
85,1.522,2,5.54,0,1,1,31.41,0
20,2.512,20,5.08,0,0,0,57.60,2
26,0.629,29,3.97,0,0,2,27.15,2
71,1.113,21,7.53,0,0,0,11.28,2
71,0.376,2,4.63,0,0,0,78.99,0
94,2.186,15,8.35,1,0,0,74.79,2
60,1.027,19,0.70,0,0,0,80.11,2
15,0.911,23,0.08,1,0,0,8.45,2
45,1.765,6,5.04,0,0,0,26.29,2
61,2.798,10,6.84,0,1,1,41.42,2
50,0.476,3,0.13,1,0,0,61.09,1
9,1.542,1,3.98,0,0,0,61.08,0
47,1.684,10,0.59,0,0,0,28.30,2
94,0.838,7,1.22,0,0,0,38.68,2
2,2.674,12,4.07,1,0,0,30.18,2
16,0.810,2,1.24,0,0,1,36.78,0
55,1.647,11,2.82,1,1,1,49.91,2
68,1.534,3,12.07,0,1,2,59.45,1
13,0.372,17,4.35,0,0,1,46.08,2
85,0.494,2,8.23,0,0,2,21.61,0
35,1.377,8,2.53,0,0,0,25.74,2
84,1.707,8,4.98,0,1,1,46.16,1
94,0.919,11,2.27,1,0,0,98.98,2
1,2.972,1,0.40,0,0,2,13.35,0
29,1.868,6,1.59,1,0,2,100.06,2
27,0.465,2,0.01,0,0,2,23.69,0
38,2.005,1,2.45,0,0,3,12.50,0
16,0.652,13,2.41,0,0,0,6.67,2
88,0.563,6,0.04,1,0,0,11.66,2
12,1.775,11,5.91,0,0,0,23.98,2
56,1.706,18,6.43,1,0,0,62.12,2
33,1.187,4,0.71,0,0,3,64.03,1
24,2.808,14,2.13,0,0,2,27.36,2
20,0.746,21,6.63,0,0,3,6.50,2
19,2.807,16,0.76,0,0,1,42.14,2
74,2.468,13,6.76,1,0,2,12.09,2
1,2.763,7,4.50,1,0,0,70.98,1
23,2.252,13,0.12,0,0,0,80.36,2
12,1.705,7,1.96,0,0,2,7.25,2
91,1.765,5,9.83,1,0,0,67.39,1
86,0.356,9,4.36,1,1,0,33.39,2
28,0.632,16,3.01,1,1,0,18.28,2
56,1.620,13,5.88,0,0,2,22.32,2
91,2.728,2,3.67,0,0,0,41.66,0
45,1.659,0,1.66,0,0,2,52.00,0
83,0.480,6,2.65,1,0,0,44.33,2
93,0.582,16,5.69,0,0,2,38.44,2
11,2.456,9,5.57,0,0,2,33.17,1
90,2.974,20,3.30,0,0,0,31.29,2
32,0.590,7,0.71,0,0,2,53.40,2
75,1.345,8,1.00,0,0,0,44.07,2
65,0.429,3,5.30,0,0,2,25.17,1
12,1.236,4,5.94,1,0,0,27.86,1
79,1.030,4,0.10,1,0,1,13.31,2
14,0.319,18,0.11,0,0,2,3.78,2
43,1.343,7,2.33,0,0,2,30.07,2
8,3.233,14,3.72,1,0,0,50.84,2
12,3.671,0,4.11,0,0,0,10.62,0
90,1.844,0,1.28,0,0,2,46.75,0
85,0.238,10,1.25,1,1,0,55.74,2
84,0.485,3,3.32,0,0,0,55.73,1
22,2.377,10,2.50,1,0,3,61.02,2
57,2.914,18,5.93,1,0,0,39.45,2
26,1.536,9,2.74,0,0,0,47.69,2
66,2.050,4,2.03,1,0,0,35.49,1
54,0.373,13,5.84,1,0,0,40.45,2
83,0.396,28,2.59,1,0,2,24.67,2
37,0.711,14,2.81,1,1,2,16.68,2
25,1.400,16,10.21,0,0,0,17.86,2
1,1.368,12,0.80,0,0,0,17.35,2
44,0.285,10,4.12,0,1,2,3.71,2
13,1.998,14,2.85,0,0,3,13.51,1
5,0.532,18,2.41,0,0,2,3.91,2
56,2.114,1,3.65,0,0,2,29.50,0
64,0.648,14,3.07,1,0,0,18.93,2
41,1.026,9,3.94,0,0,0,28.74,2
64,1.976,19,6.79,0,0,1,27.62,2
50,2.376,11,1.77,0,0,0,7.99,2
70,1.888,8,1.64,0,0,0,27.91,2
87,2.005,0,1.65,0,0,1,19.70,0
56,0.480,1,5.83,0,0,1,7.29,0
75,1.595,11,0.77,0,0,2,6.82,2
90,0.537,10,3.54,0,0,2,17.59,2
8,1.166,10,2.03,0,0,2,20.61,2
34,1.360,16,5.78,0,1,0,40.73,2
51,0.779,21,0.32,0,0,1,19.94,2
27,0.700,11,1.21,1,0,0,13.60,2
57,1.177,16,1.20,1,0,3,77.68,2
44,1.648,3,0.72,0,0,2,46.57,1
5,0.481,7,5.91,0,0,2,38.29,1
52,1.495,13,1.75,0,0,0,44.06,2
40,0.710,8,6.55,1,0,0,20.36,2
49,1.909,12,5.39,0,0,1,14.96,2
27,2.381,9,5.58,0,0,3,27.44,2
9,1.067,12,1.22,0,0,0,68.34,2
70,0.336,18,0.06,1,0,0,32.73,2
54,0.157,1,1.24,1,0,0,10.69,1
18,2.325,4,1.74,1,0,0,31.27,1
2,0.789,16,4.42,1,0,0,30.82,2
81,1.494,10,2.76,0,1,0,4.56,2
12,0.212,2,1.94,1,0,0,10.96,1
67,1.031,15,2.85,1,0,0,25.20,2
45,0.230,5,1.06,0,0,0,101.92,2
65,0.936,19,8.96,0,0,0,37.70,2
4,1.225,11,4.93,1,0,0,14.57,2
31,1.111,0,0.64,1,0,1,58.38,0
93,0.956,14,8.41,0,0,2,60.13,2
16,0.909,17,6.72,0,1,0,27.13,2
85,0.563,3,7.06,0,0,0,27.26,1
47,1.401,15,5.28,0,0,0,21.10,2
14,0.483,11,1.61,0,0,0,19.61,2
41,0.309,14,0.56,0,0,1,6.63,2
74,1.042,7,7.53,1,0,2,38.83,1
62,2.940,15,1.20,0,0,0,15.18,2
66,1.230,10,4.72,0,0,1,37.53,2
19,0.391,4,1.91,0,1,2,7.37,1
94,0.666,5,7.18,1,0,0,34.05,1
65,2.538,15,3.12,0,0,3,39.09,2
4,2.837,11,0.47,0,0,2,34.39,2
32,1.102,0,4.40,0,1,2,46.17,0
30,1.057,23,2.38,0,0,0,81.28,2
58,1.379,3,5.34,1,0,0,34.68,2
4,1.332,9,3.31,0,1,0,5.93,2
86,0.932,22,8.86,0,0,0,46.90,2
57,0.970,0,6.77,1,0,0,45.58,0
9,0.317,16,4.04,0,0,1,64.26,2
10,2.981,3,3.86,0,0,3,27.45,1
14,1.336,6,2.55,0,0,1,9.72,2
21,2.579,4,1.20,0,0,0,46.56,1
16,1.568,24,3.48,1,0,0,27.15,2
87,0.857,11,2.52,0,1,2,41.80,2
17,3.639,1,0.74,0,1,0,25.14,0
3,1.063,18,6.51,1,0,0,17.06,2
94,2.297,8,4.26,0,0,0,49.88,2
39,0.842,0,2.82,0,0,0,5.67,0
68,0.594,8,5.99,0,0,2,49.53,1
28,2.693,15,1.31,1,0,3,27.24,2
55,1.128,7,4.47,1,1,0,16.59,2
70,0.582,21,2.03,1,0,3,23.71,2
72,0.158,9,4.19,0,0,0,11.59,2
54,1.476,7,0.43,0,0,2,22.74,2
79,1.202,17,1.16,0,0,0,98.90,2
19,1.764,9,6.96,0,0,2,12.89,2
89,2.228,20,0.54,0,0,0,10.61,2
32,1.349,15,12.51,0,0,3,3.28,2
17,1.003,1,5.12,1,0,0,15.13,1
1,0.210,21,5.21,0,0,0,44.25,2
89,1.560,26,12.26,0,0,1,39.23,2
59,3.086,2,3.98,0,0,0,37.05,0
77,1.008,12,2.21,0,0,0,65.34,2
86,2.122,18,3.30,0,0,0,15.96,2
6,2.217,7,1.94,0,0,2,42.75,2
46,1.194,3,1.09,1,0,2,24.17,1
32,1.371,5,8.19,1,0,2,26.27,2
53,0.292,5,0.46,1,0,0,35.00,2
15,0.799,18,7.40,0,0,0,23.80,2
27,3.244,11,3.42,0,0,1,6.80,2
84,0.474,12,6.97,0,0,0,52.07,2
23,1.130,18,0.81,1,0,2,53.26,2
64,0.415,11,0.90,1,0,0,69.22,2
46,0.370,1,2.77,1,0,0,3.72,1
88,0.305,7,4.51,1,0,2,82.15,1
11,1.023,21,2.81,0,0,2,37.88,2
8,1.432,8,4.34,0,0,2,31.23,2
72,0.207,20,1.65,0,0,1,48.31,2
32,0.353,25,6.09,0,0,0,20.29,2
55,1.658,0,4.11,0,0,0,45.95,0
39,2.405,8,0.20,0,0,0,40.57,2
16,1.224,15,2.69,0,0,0,46.92,2
16,0.279,8,5.14,1,1,2,37.68,1
52,0.232,4,4.40,0,0,2,9.68,1
44,0.312,1,3.18,0,0,3,14.13,1
27,1.616,10,2.35,0,0,2,46.92,2
9,1.640,16,1.47,0,0,1,29.51,2
46,0.581,2,4.10,0,0,2,32.94,0
51,1.013,12,2.33,0,0,0,21.99,2
46,0.196,14,1.58,0,0,1,31.08,2
47,2.389,0,3.92,0,0,1,27.45,0
71,0.723,3,3.33,1,1,2,60.66,1
32,0.443,2,0.95,0,0,1,15.71,0
36,2.918,9,4.82,0,1,0,64.48,1
61,3.562,13,5.90,0,0,2,41.52,2
69,1.697,16,7.27,0,0,2,17.48,2
80,0.911,12,5.69,0,0,0,23.96,2
75,0.693,0,0.83,0,0,2,15.92,0
45,0.308,2,4.19,0,0,2,22.23,0
24,1.586,11,2.44,1,0,3,41.09,2
18,1.619,14,0.11,1,1,0,15.77,2
88,2.972,5,1.70,0,0,2,30.68,2
4,0.316,15,4.25,0,0,1,26.39,2
51,1.636,19,9.00,1,0,2,48.81,2
65,1.932,7,1.56,0,0,3,14.36,2
73,0.923,12,1.34,1,1,0,16.04,2
4,0.317,2,3.07,0,0,0,33.78,0
21,1.224,14,1.51,0,0,0,68.53,2
48,1.480,13,2.68,0,0,0,51.40,2
76,1.792,1,2.93,1,0,0,54.29,0
22,2.732,4,1.42,0,0,2,52.82,1
0,1.425,13,4.55,0,0,2,47.92,2
66,0.727,1,6.24,0,0,2,25.57,0
25,1.708,17,1.97,0,1,0,30.18,2
33,1.055,3,5.75,0,0,2,9.48,1
18,1.762,13,5.41,0,0,2,19.48,2
30,1.930,19,1.43,1,0,2,25.69,2
76,0.786,9,1.58,1,0,2,90.23,2
61,1.401,5,7.69,0,0,1,16.84,2
59,0.864,8,4.76,0,0,2,31.64,2
28,0.809,12,6.97,1,0,0,6.19,2
35,0.623,4,0.63,0,0,1,37.10,1
30,1.797,6,3.11,1,0,2,42.98,2
59,2.152,12,1.16,0,0,2,5.21,2
52,0.449,1,1.48,0,1,0,16.81,0
32,1.499,14,5.31,0,0,0,22.12,2
75,0.390,32,6.57,0,0,0,34.38,2
55,0.212,14,5.62,0,0,1,50.64,2
21,0.638,20,8.10,0,0,0,6.36,2
17,2.679,5,5.62,0,0,0,30.51,1
49,1.032,6,1.27,0,0,2,77.97,2
84,0.393,4,3.29,1,0,2,34.76,1
14,0.965,4,1.96,0,0,2,27.65,1
12,2.155,5,1.20,1,0,1,47.65,2
47,1.811,8,3.98,1,0,0,26.42,1
64,0.792,8,9.01,0,0,0,21.73,2
62,1.995,7,6.16,0,0,2,47.20,1
36,1.127,12,6.84,1,1,3,42.10,2
7,1.352,3,3.33,0,0,0,5.71,1
86,1.880,21,3.16,0,0,2,7.78,2
49,1.772,25,3.41,0,0,3,21.51,2
42,3.238,18,4.81,0,0,0,13.59,2
74,0.718,8,2.43,0,0,2,45.85,2
68,0.318,2,2.29,0,0,2,11.96,0
37,0.330,14,4.01,1,0,0,65.94,2
62,0.179,13,2.08,0,1,2,64.45,2
72,2.940,9,5.52,0,0,0,19.01,2
42,1.718,26,6.38,0,0,2,68.52,2
87,1.802,4,1.42,0,0,0,33.13,1
42,1.024,3,2.58,1,0,0,46.17,1
76,1.881,7,4.30,0,0,0,50.97,1
49,0.548,13,0.22,0,0,0,51.71,2
13,0.736,13,3.35,0,0,2,42.52,2
73,2.725,23,5.82,0,0,2,79.49,2
29,2.459,24,2.22,0,0,2,6.90,2
5,2.479,1,2.36,0,0,1,75.53,0
67,1.531,13,4.15,0,0,0,18.88,2
23,0.546,15,0.58,0,0,3,19.69,2
76,1.005,6,2.33,0,0,0,22.59,2
93,2.975,5,2.10,1,0,0,53.18,2
40,1.320,7,8.36,0,0,2,34.01,1
34,1.676,5,0.49,0,0,0,53.17,2
30,0.277,14,0.06,1,0,2,41.57,2
83,1.692,22,0.54,1,0,1,77.44,2
10,0.366,16,0.02,1,0,2,17.61,2
56,1.985,18,0.56,1,0,2,49.48,2
52,0.555,1,0.05,0,0,0,60.58,0
50,3.106,8,4.50,0,0,2,49.59,1
78,0.193,4,4.31,0,0,2,43.30,1
60,2.896,16,6.13,0,0,2,28.27,2
40,1.005,3,3.60,0,0,2,27.00,1
64,1.415,0,0.05,0,0,0,15.40,0
46,0.242,22,1.03,0,0,0,26.37,2
81,0.372,3,1.80,0,0,0,13.89,1
3,1.999,9,1.58,1,0,0,28.76,2
63,0.660,7,4.42,0,0,2,46.72,2
33,1.773,0,7.01,0,1,0,61.98,0
20,0.153,22,3.07,0,0,0,38.51,2
24,2.058,3,4.80,1,1,2,80.41,1
6,0.963,11,2.52,0,0,0,30.01,2
18,0.427,26,5.69,0,0,0,78.98,2
6,0.929,4,2.27,0,1,1,19.31,1
61,0.704,1,1.52,1,0,2,16.81,1
75,1.732,18,7.63,1,0,0,8.79,2
12,1.809,0,0.19,0,0,1,4.22,2
22,1.679,1,4.13,0,1,2,27.45,0
0,2.504,9,0.71,0,0,0,6.28,2
43,1.907,21,8.25,0,0,2,37.62,2
53,0.159,19,6.38,0,0,0,10.35,2
25,0.177,14,2.45,0,0,0,28.64,2
35,0.826,6,4.60,0,0,1,20.77,2
7,2.734,17,7.94,0,1,0,3.56,2
85,2.035,17,10.02,1,0,2,23.01,2
46,1.307,11,1.30,1,0,2,7.01,2
9,0.419,4,4.43,0,0,2,20.62,1
34,2.029,5,6.13,0,0,1,5.68,2
69,2.238,4,2.01,0,0,2,42.91,1
8,1.413,14,2.13,1,0,0,8.26,2
53,3.353,10,4.35,1,0,0,16.43,2
79,0.830,15,3.68,0,0,0,48.45,2
9,0.992,13,2.04,0,0,0,39.17,2
65,1.478,17,0.49,0,0,1,20.08,2
77,1.482,20,0.30,1,1,0,45.65,2
53,1.015,15,3.76,0,0,2,7.33,2
83,0.178,9,2.80,1,0,0,25.78,2
48,1.163,11,1.46,0,0,2,87.15,2
63,0.713,4,2.13,1,0,3,50.96,1
29,1.481,14,7.05,0,0,2,21.16,2
57,1.605,1,3.40,0,0,2,52.01,0
6,1.048,21,0.78,0,0,2,22.25,2
68,1.662,2,1.71,0,0,0,57.18,0
76,1.815,2,3.60,0,0,3,67.76,0
73,1.293,2,0.12,0,0,2,47.22,0
27,0.778,1,2.59,1,0,0,16.90,1
1,1.287,13,2.83,0,0,1,61.19,2
48,2.844,7,1.58,0,0,1,51.98,2
77,2.016,4,1.02,0,0,0,58.28,1
47,0.365,10,0.55,1,0,0,10.28,2
40,1.860,7,0.76,0,0,2,33.08,2
10,2.037,6,5.99,0,0,3,62.48,1
79,0.263,15,0.08,0,1,2,13.15,2
45,3.536,1,5.94,1,0,0,39.07,1
39,0.369,19,0.16,1,1,2,10.43,2
31,0.444,8,4.39,0,0,3,11.52,2
20,0.660,1,5.72,0,0,1,10.61,0
61,0.703,4,5.35,0,0,0,27.96,1
46,2.925,25,1.66,0,1,0,11.47,2
15,1.139,1,4.27,1,1,0,41.70,0
88,1.164,7,4.52,1,0,3,49.40,2
58,1.321,10,8.08,0,0,3,12.52,2
34,1.890,1,3.14,0,0,2,63.42,0
13,3.077,2,6.67,0,0,0,14.50,0
57,2.008,18,0.61,1,0,0,4.56,2
42,1.507,8,3.07,0,0,0,73.81,1
90,0.522,9,9.47,0,0,1,41.66,0
60,0.608,10,2.28,1,0,2,42.21,2
41,1.001,2,5.67,0,0,2,69.75,0
43,2.745,14,3.27,1,0,3,27.16,2
14,0.680,11,0.19,0,0,1,67.37,2
79,2.260,1,3.27,0,0,2,46.29,0
45,1.485,4,2.49,0,0,0,13.33,1
44,0.206,19,3.22,0,1,0,78.82,2
81,1.205,5,5.24,0,0,0,16.30,2
20,1.082,8,7.89,0,0,3,49.97,1
61,2.587,1,4.43,0,0,0,13.65,0
36,2.028,4,3.83,0,0,2,19.54,1
57,1.557,23,6.09,1,0,1,86.81,2
87,1.741,9,9.00,1,0,1,4.52,2
87,1.296,0,1.04,0,1,3,33.81,0
58,1.095,5,4.78,0,0,2,16.25,2
90,0.989,12,3.21,1,0,0,13.73,2
28,1.723,9,2.68,0,0,0,57.36,2
54,1.026,8,2.46,0,1,2,31.01,2
17,2.043,3,2.88,0,0,1,24.54,1
50,0.480,10,4.53,1,0,0,70.44,2
10,2.571,5,3.15,0,0,3,57.74,1
62,1.490,14,3.31,0,0,0,18.36,2
16,1.360,20,4.41,0,0,1,28.97,2
89,1.793,5,5.44,0,0,2,40.02,1
62,1.192,2,1.28,0,0,0,23.13,0
4,1.719,19,3.50,0,0,2,23.09,2
91,1.132,12,7.20,1,0,0,46.98,2
71,0.501,13,1.58,0,0,2,34.78,2
80,0.580,10,3.37,0,0,2,32.98,2
48,0.885,6,4.20,1,0,2,44.81,2
23,1.288,11,1.21,0,0,2,4.29,2
5,1.502,1,0.99,1,0,2,5.09,0
63,1.306,22,1.84,0,0,2,10.82,2
74,0.757,19,1.00,1,0,2,40.26,2
66,0.383,25,4.47,1,0,2,65.10,2
25,0.498,1,5.24,0,0,2,34.37,0
47,1.549,9,2.02,1,0,0,11.00,2
4,3.217,6,2.84,1,0,2,36.08,1
78,0.815,1,5.68,0,0,1,6.10,0
39,0.969,5,0.72,0,0,3,46.22,2
51,0.647,7,2.13,0,0,1,29.34,2
18,0.501,10,0.05,0,0,3,42.16,2
91,1.361,20,3.26,0,0,1,46.11,2
28,0.687,14,3.79,0,0,0,12.85,2
87,1.483,2,0.11,1,0,0,21.06,0
14,2.510,5,5.89,0,0,3,46.43,1
71,0.267,12,4.73,1,0,0,51.96,2
70,3.009,19,0.85,0,1,1,7.82,2
58,1.192,18,8.20,0,0,2,34.61,2
5,1.312,20,7.26,0,0,1,28.20,0
76,0.629,12,0.02,1,0,2,38.75,2
30,0.229,6,2.67,0,0,1,39.30,2
0,0.356,9,5.57,0,0,2,10.04,2
46,0.739,5,0.33,0,0,1,22.85,2
7,1.745,13,0.97,1,0,1,36.53,2
39,4.712,15,0.49,0,0,2,25.73,2
67,0.573,25,5.05,1,0,1,23.03,2
52,2.956,7,0.82,0,0,0,5.39,2
86,0.234,23,3.65,0,0,0,33.79,2
17,0.795,23,5.30,0,0,2,28.99,2
3,0.806,8,0.08,0,0,1,52.04,2
64,2.731,19,3.24,1,0,1,15.47,2
77,0.481,1,1.96,1,0,0,8.89,1
9,1.284,0,2.92,1,0,0,18.24,0
40,1.205,15,4.62,1,0,0,47.43,2
16,0.895,13,3.91,0,0,2,17.01,2
41,1.120,6,2.21,1,0,1,6.62,2
6,0.933,6,6.08,0,0,0,54.01,1
25,1.301,6,4.34,0,0,1,22.71,2
52,0.209,0,6.08,0,0,0,45.12,0
26,0.654,5,6.33,0,0,2,4.61,2
